TR24001,21,"6","1","0","0",377,"0","0","0",28,"8",0,1,-1,0,"0","0"
TR24002,25,"5","1","1","1",25,"0","0","0",28,"8",0,1,-1,0,"0","0"
TR24003,32,"4","0","2","0",4659,"1","0","0",30,"8",0,1,-1,0,"0","0"
TR24004,55,"10","0","1","0",1212,"0","0","2",31,"8",0,1,92,1,"0","0"
TR24005,32,"11","1","0","0",625,"0","1","0",31,"8",0,1,-1,0,"0","1"
TR24006,62,"10","0","1","0",532,"0","0","2",31,"8",0,2,300,1,"1","0"
TR24007,29,"9","1","2","0",18,"0","0","0",31,"8",0,1,-1,0,"0","0"
TR24008,26,"6","1","0","0",1584,"1","0","2",1,"9",0,2,-1,0,"0","1"
TR24009,69,"9","0","2","0",2661,"0","0","2",1,"9",0,1,187,3,"1","0"
TR24010,34,"6","1","0","0",671,"1","0","2",1,"9",0,1,457,2,"0","0"
TR24011,60,"6","0","0","0",315,"0","0","2",1,"9",0,1,183,3,"2","1"
TR24012,32,"6","0","0","0",589,"0","0","2",1,"9",0,1,44,3,"1","1"
TR24013,65,"2","0","1","0",308,"0","0","2",1,"9",0,1,-1,0,"0","1"
TR24014,20,"5","1","2","0",552,"0","0","2",1,"9",0,1,-1,0,"0","1"
TR24015,65,"2","2","1","0",1840,"0","0","2",1,"9",0,2,92,7,"0","0"
TR24016,35,"6","0","0","0",1113,"0","0","2",1,"9",0,2,183,2,"2","1"
TR24017,45,"9","0","2","0",814,"0","0","2",1,"9",0,2,-1,0,"0","0"
TR24018,65,"9","0","2","0",2303,"0","0","2",1,"9",0,2,-1,0,"0","0"
TR24019,31,"11","1","0","0",272,"1","0","2",1,"9",0,2,92,3,"2","1"
TR24020,75,"2","0","1","0",1413,"0","0","2",1,"9",0,2,188,2,"2","1"
TR24021,16,"5","1","0","0",438,"0","0","2",1,"9",0,1,-1,0,"0","0"
TR24022,20,"7","1","2","0",361,"0","0","1",1,"9",0,1,86,6,"0","0"
TR24023,28,"8","0","0","0",805,"1","0","0",1,"9",0,1,478,2,"1","0"
TR24024,26,"7","0","2","0",4,"1","0","0",2,"9",0,1,-1,0,"0","0"
TR24025,25,"11","1","2","0",321,"0","1","0",2,"9",0,1,-1,0,"0","0"
TR24026,30,"5","1","2","0",5836,"0","0","2",2,"9",0,2,493,2,"0","0"
TR24027,31,"4","1","0","0",1623,"1","0","2",2,"9",0,3,-1,0,"0","1"
TR24028,25,"9","1","0","0",1075,"0","0","2",2,"9",0,2,184,1,"2","1"
TR24029,62,"6","0","2","0",1128,"0","0","2",2,"9",0,1,290,3,"1","1"
TR24030,36,"6","0","0","0",630,"0","0","2",2,"9",0,1,388,3,"1","1"
TR24031,20,"5","1","0","0",549,"0","0","2",2,"9",0,1,-1,0,"0","0"
TR24032,23,"5","1","2","0",2975,"0","0","2",2,"9",0,2,-1,0,"0","1"
TR24033,41,"10","1","0","0",7968,"0","0","2",2,"9",0,1,184,4,"2","1"
TR24034,23,"5","1","2","0",154,"0","0","2",2,"9",0,1,183,3,"2","1"
TR24035,23,"9","1","2","0",1298,"0","0","2",2,"9",0,7,94,2,"1","0"
TR24036,48,"6","0","0","0",1204,"0","0","2",3,"9",0,2,760,1,"1","0"
TR24037,88,"2","0","1","0",648,"0","0","1",3,"9",0,1,-1,0,"0","0"
TR24038,40,"9","0","0","0",2627,"1","0","2",3,"9",0,3,-1,0,"0","0"
TR24039,49,"11","1","0","0",228,"1","0","2",3,"9",0,2,93,2,"2","1"
TR24040,57,"2","0","1","0",1947,"0","0","2",3,"9",0,1,185,7,"2","0"
TR24041,60,"11","0","2","0",12980,"0","0","2",3,"9",0,2,182,1,"2","0"
TR24042,43,"9","0","2","0",4945,"1","0","2",3,"9",0,3,185,2,"2","1"
TR24043,41,"1","0","1","0",379,"0","1","0",4,"9",0,1,-1,0,"0","0"
TR24044,20,"5","1","2","0",249,"0","0","0",5,"9",0,1,-1,0,"0","0"
TR24045,51,"9","0","2","0",980,"0","0","2",6,"9",0,2,-1,0,"0","0"
TR24046,36,"6","1","0","0",1027,"1","0","2",6,"9",0,2,188,3,"2","0"
TR24047,27,"10","1","0","0",1584,"0","0","2",6,"9",0,1,-1,0,"0","1"
TR24048,30,"4","0","2","0",390,"0","0","2",6,"9",0,1,280,1,"0","1"
TR24049,84,"2","2","1","0",1680,"0","0","1",6,"9",0,5,97,3,"1","0"
TR24050,24,"9","1","2","0",1105,"1","0","2",6,"9",0,1,297,3,"1","1"
TR24051,35,"7","0","2","0",52,"1","0","2",6,"9",0,1,185,9,"2","1"
TR24052,36,"4","0","0","0",1649,"0","1","2",6,"9",0,2,432,3,"2","0"
TR24053,31,"11","0","2","0",616,"0","0","0",6,"9",0,1,-1,0,"0","0"
TR24054,31,"11","0","2","0",616,"0","0","2",6,"9",0,3,-1,0,"0","1"
TR24055,36,"6","0","0","0",14352,"0","0","0",6,"9",0,1,-1,0,"0","0"
TR24056,53,"11","0","2","0",0,"0","0","1",6,"9",0,1,655,5,"0","0"
TR24057,32,"10","1","0","0",517,"0","0","2",6,"9",0,3,-1,0,"0","0"
TR24058,45,"0","0","0","0",406,"0","0","2",7,"9",0,1,-1,0,"0","1"
TR24059,65,"2","0","2","0",1220,"0","0","2",7,"9",0,1,186,2,"0","0"
TR24060,29,"9","0","0","0",3192,"1","0","2",7,"9",0,1,186,2,"0","0"
TR24061,34,"11","0","2","0",194,"1","1","2",7,"9",0,3,-1,0,"0","0"
TR24062,24,"10","1","2","0",4,"0","0","0",7,"9",0,1,-1,0,"0","0"
TR24063,43,"6","2","0","0",2251,"0","0","2",7,"9",0,5,-1,0,"0","0"
TR24064,61,"2","0","1","0",56,"0","0","2",7,"9",0,3,-1,0,"0","1"
TR24065,30,"3","0","1","0",1644,"0","0","2",7,"9",0,3,102,5,"1","1"
TR24066,51,"6","1","0","0",151,"1","0","2",8,"9",0,1,427,3,"2","1"
TR24067,29,"9","0","0","0",1570,"1","0","2",8,"9",0,4,184,5,"2","0"
TR24068,32,"6","2","0","0",2240,"0","0","2",8,"9",0,2,184,3,"2","1"
